**********************************
DTU - OS Challenge - Client v0.20
**********************************
Total requests: 500
Start: Random
Difficulty: 30000000
Repetition probability (%): 20
Request delay (us): 600000
[1 4640306689896283532 4640306689896283532 1] 21219135
[1 8576653471017792763 8576653471017792763 1] 21400690
[1 8630513118107105493 8630513118107105493 2] 22414865
[1 3073303311992054111 3073303311992054111 1] 23966569
[1 4675313619226882656 4675313619226882656 2] 24615755
[1 4672142790945023815 4672142790945023815 1] 25792925
[1 6312818450892701566 6312818450892701566 2] 25514496
[1 3277991424207011103 3277991424207011103 1] 25067144
[1 4313074964976661539 4313074964976661539 1] 25430988
[1 5358995021737652853 5358995021737652853 1] 26454601
[1 5727926382741058057 5727926382741058057 1] 26906510
[1 6769470164041216243 6769470164041216243 2] 27000669
[1 2408144213467734955 2408144213467734955 2] 27777692
[1 1537871660103321085 1537871660103321085 1] 28241480
[1 8106418617074936444 8106418617074936444 2] 29597265
[1 4852342352453309314 4852342352453309314 1] 30349674
[1 6935269914745579775 6935269914745579775 2] 31749384
[1 8178167647254100655 8178167647254100655 1] 32324119
[1 5609386143928750169 5609386143928750169 1] 32119503
[1 5235884288566630025 5235884288566630025 1] 31650050
[1 7258030776582813733 7258030776582813733 2] 32737472
[1 6418055994088674903 6418055994088674903 2] 34162518
[1 8861487328274733667 8861487328274733667 1] 34001769
[1 5199371706524493251 5199371706524493251 1] 33785956
[1 697023732095936426 697023732095936426 1] 34820414
[1 2702469276737005753 2702469276737005753 1] 35840463
[1 7751036336550852449 7751036336550852449 1] 36261245
[1 7263920461483667833 7263920461483667833 3] 35712083
[1 1858959575435454377 1858959575435454377 1] 36882462
[1 1559190386264860990 1559190386264860990 1] 38254597
[1 8545497753826994372 8545497753826994372 2] 39785585
[1 6733148917571626198 6733148917571626198 1] 39750826
[1 2906895808741546301 2906895808741546301 1] 40579915
[1 6621806134722217994 6621806134722217994 3] 40737814
[1 5899104248299270511 5899104248299270511 1] 40963618
[1 8545497753826994372 8545497753826994372 1] 42510066
[1 1999070770062910591 1999070770062910591 1] 42580883
[1 5046249221331440250 5046249221331440250 1] 42957106
[1 2740874517211224045 2740874517211224045 1] 44507889
[1 3980262377739853399 3980262377739853399 1] 44101129
[1 1726119651011849087 1726119651011849087 1] 45496170
[1 4755769266264313978 4755769266264313978 1] 45994585
[1 1924345543027782702 1924345543027782702 1] 46757943
[1 1657028723439299735 1657028723439299735 1] 48160443
[1 3837879182316570790 3837879182316570790 1] 48770603
[1 3679629128133838277 3679629128133838277 1] 48326434
[1 3980262377739853399 3980262377739853399 2] 47919270
[1 4829750008164147974 4829750008164147974 1] 47410419
[1 366035088203681309 366035088203681309 1] 48351959
[1 472640305114548655 472640305114548655 1] 49527151
[1 8025119966655469405 8025119966655469405 1] 49337103
[1 1943465972204786521 1943465972204786521 1] 50658087
[1 9087915936908888447 9087915936908888447 1] 51746159
[1 7021863040962118426 7021863040962118426 1] 53281219
[1 6383064505001044642 6383064505001044642 1] 53711238
[1 6661929279557956789 6661929279557956789 1] 53857401
[1 3380263676397564338 3380263676397564338 1] 53453051
[1 4134066680141017990 4134066680141017990 1] 53038821
[1 7885990956964797791 7885990956964797791 1] 53144995
[1 2881907375742268536 2881907375742268536 2] 54362889
[1 1494610507527821925 1494610507527821925 1] 54395278
[1 2237646372472201809 2237646372472201809 2] 54412220
[1 7000092202700241638 7000092202700241638 1] 54411271
[1 4049776256710809090 4049776256710809090 1] 55611315
[1 7094574829709000416 7094574829709000416 2] 57126894
[1 5222133264898256115 5222133264898256115 2] 57446460
[1 777597955150123734 777597955150123734 1] 57877751
[1 78272782157371108 78272782157371108 1] 59471656
[1 4934221230837358068 4934221230837358068 1] 59978835
[1 3224496798420488480 3224496798420488480 1] 61188139
[1 4389097367932351452 4389097367932351452 1] 61411923
[1 472640305114548655 472640305114548655 1] 62578771
[1 6418055994088674903 6418055994088674903 2] 64027655
[1 4210581282492980127 4210581282492980127 1] 65092838
[1 62078986177768511 62078986177768511 1] 64726817
[1 4858660833805638128 4858660833805638128 1] 66141772
[1 5486430009089896035 5486430009089896035 1] 65946148
[1 3523119062920112816 3523119062920112816 1] 66118594
[1 2404331784854299912 2404331784854299912 1] 66070631
[1 171574233629385747 171574233629385747 1] 66089732
[1 3837879182316570790 3837879182316570790 1] 66710507
[1 4002065833995603862 4002065833995603862 1] 67161796
[1 101175050661003722 101175050661003722 1] 67560845
[1 5235884288566630025 5235884288566630025 1] 67093491
[1 1217082174760581124 1217082174760581124 1] 67957929
[1 9041943092826302859 9041943092826302859 1] 68264729
[1 4570918472550733256 4570918472550733256 1] 68694388
[1 3778255577798444672 3778255577798444672 2] 69734190
[1 2562215526203485763 2562215526203485763 2] 69937107
[1 4559156434454441098 4559156434454441098 1] 71216175
[1 6334889449731842403 6334889449731842403 1] 71690920
[1 8773876334263565533 8773876334263565533 1] 71421482
[1 4516712816156734168 4516712816156734168 1] 71954200
[1 5190854629269504638 5190854629269504638 1] 71551749
[1 348341910997470776 348341910997470776 1] 70980406
[1 3338324673096263604 3338324673096263604 1] 71519581
[1 6696084871028655697 6696084871028655697 1] 71818205
[1 2337016797151025370 2337016797151025370 1] 73244303
[1 6513783888078605502 6513783888078605502 1] 74022928
[1 4567303845284399364 4567303845284399364 1] 74118664
[1 6418055994088674903 6418055994088674903 2] 75574134
[1 3551371861899513573 3551371861899513573 1] 75724741
[1 3210252149598671156 3210252149598671156 2] 76641514
[1 4852342352453309314 4852342352453309314 1] 77415668
[1 894503179976803868 894503179976803868 2] 77843579
[1 647491046073748595 647491046073748595 1] 77623029
[1 4509399839213241252 4509399839213241252 1] 78805034
[1 3289045874899206838 3289045874899206838 2] 79948638
[1 7012966272631410635 7012966272631410635 1] 79384997
[1 2810783061002379839 2810783061002379839 1] 79393138
[1 3526848735750231445 3526848735750231445 3] 79899140
[1 4672142790945023815 4672142790945023815 1] 81106907
[1 6451767927797156096 6451767927797156096 1] 81759257
[1 2239583862575887041 2239583862575887041 1] 81858415
[1 5235884288566630025 5235884288566630025 1] 81391409
[1 3271852081665507611 3271852081665507611 1] 80844778
[1 3523119062920112816 3523119062920112816 1] 81013428
[1 7758562614941667095 7758562614941667095 2] 81776279
[1 251690462219525063 251690462219525063 1] 83302583
[1 8861487328274733667 8861487328274733667 1] 83149927
[1 472640305114548655 472640305114548655 2] 84328732
[1 5199371706524493251 5199371706524493251 1] 84120218
[1 5178792161997660435 5178792161997660435 1] 84543811
[1 8166414568124432591 8166414568124432591 1] 85354985
[1 8685449636262271972 8685449636262271972 1] 86845780
[1 7132460384727029320 7132460384727029320 2] 86924061
[1 5514366799865754161 5514366799865754161 1] 87325321
[1 4412122026428717922 4412122026428717922 1] 88502408
[1 3236934473919397422 3236934473919397422 1] 89246328
[1 647491046073748595 647491046073748595 1] 89026414
[1 4219873354455086148 4219873354455086148 4] 89907516
[1 130094826246450141 130094826246450141 1] 90007226
[1 2331347999351084026 2331347999351084026 1] 89712294
[1 3659813617944922327 3659813617944922327 2] 90067722
[1 2491827283880295168 2491827283880295168 2] 91496338
[1 5063561934843515109 5063561934843515109 1] 91839312
[1 4377884285487400780 4377884285487400780 1] 91286371
[1 9111468288398707982 9111468288398707982 1] 91626948
[1 550672249647483098 550672249647483098 1] 91934953
[1 6513783888078605502 6513783888078605502 1] 92722135
[1 8746113330728608796 8746113330728608796 3] 92798091
[1 2861478466821191741 2861478466821191741 1] 92523893
[1 3558554399823816184 3558554399823816184 1] 92962443
[1 6274825479430247148 6274825479430247148 1] 94174093
[1 9194213822884330834 9194213822884330834 1] 93720766
[1 185118575590103668 185118575590103668 1] 94724554
[1 4122695951619468847 4122695951619468847 2] 95617952
[1 8596722216914397364 8596722216914397364 1] 96865643
[1 4073211198583022180 4073211198583022180 1] 96390913
[1 9194213822884330834 9194213822884330834 1] 95936719
[1 5199371706524493251 5199371706524493251 2] 95728864
[1 7856897504463192900 7856897504463192900 1] 95648685
[1 5416000030182068785 5416000030182068785 2] 96092723
[1 1242004612079023671 1242004612079023671 1] 96370475
[1 4827324001856983987 4827324001856983987 1] 96759760
[1 2491827283880295168 2491827283880295168 1] 98174769
[1 4774416163461359252 4774416163461359252 3] 98775690
[1 914343859512707012 914343859512707012 1] 99280363
[1 3271508910756835865 3271508910756835865 1] 99332272
[1 3345713678998118409 3345713678998118409 1] 100935658
[1 1840298256139815746 1840298256139815746 1] 102553855
[1 6397345207882921962 6397345207882921962 2] 103552243
[1 9107500590212004521 9107500590212004521 2] 103810266
[1 6468866080072798106 6468866080072798106 1] 104779323
[1 7044189533465539850 7044189533465539850 1] 104891909
[1 6357559164249722615 6357559164249722615 4] 106013185
[1 6508099035400486672 6508099035400486672 1] 107055807
[1 6170402025844769799 6170402025844769799 1] 106523239
[1 2454684895762362559 2454684895762362559 1] 106687508
[1 7499126390569328487 7499126390569328487 1] 107650130
[1 2454684895762362559 2454684895762362559 1] 107813087
[1 4562440946473198944 4562440946473198944 3] 108472679
[1 6969888700525189384 6969888700525189384 1] 109343872
[1 2090043877226103601 2090043877226103601 2] 110022553
[1 1186413747289502661 1186413747289502661 2] 110925731
[1 319895222190797266 319895222190797266 1] 111399645
[1 776057151823164264 776057151823164264 1] 111266029
[1 4238713034810074028 4238713034810074028 1] 112249052
[1 472640305114548655 472640305114548655 1] 113433864
[1 3271508910756835865 3271508910756835865 2] 113485798
[1 9054274455774325283 9054274455774325283 2] 113408565
[1 5460306810368422338 5460306810368422338 1] 114429379
[1 415004406609487801 415004406609487801 1] 113845145
[1 8123840614758380338 8123840614758380338 3] 113443127
[1 5724685807532549095 5724685807532549095 1] 114510103
[1 5945104872396650355 5945104872396650355 1] 114824913
[1 8863376680030915354 8863376680030915354 1] 114663017
[1 1890874750208477764 1890874750208477764 1] 116060214
[1 7613436918011352707 7613436918011352707 1] 116402536
[1 6423217256339162762 6423217256339162762 1] 117310719
[1 835059540630012492 835059540630012492 1] 118361358
[1 5885709345812136768 5885709345812136768 1] 118926087
[1 8456951483809752933 8456951483809752933 1] 120098837
[1 1929108437739011046 1929108437739011046 1] 120480488
[1 962644554631157417 962644554631157417 1] 121982696
[1 5416000030182068785 5416000030182068785 1] 122419947
[1 6041612706119483417 6041612706119483417 1] 122963349
[1 1657028723439299735 1657028723439299735 2] 124400560
[1 2538156644782290352 2538156644782290352 2] 125851652
[1 8454751433989030941 8454751433989030941 1] 126072432
[1 7466460471292109233 7466460471292109233 1] 127424319
[1 3582342302972989278 3582342302972989278 1] 127746815
[1 3829641242182598913 3829641242182598913 1] 127458047
[1 6190378323326485826 6190378323326485826 1] 126942791
[1 4956135701449413191 4956135701449413191 1] 126695883
[1 579383808298780685 579383808298780685 1] 126256322
[1 1176482845217077127 1176482845217077127 1] 127505091
[1 6702312599032352784 6702312599032352784 2] 128794418
[1 2059014550261616441 2059014550261616441 1] 128913280
[1 222493149465179000 222493149465179000 2] 129743392
[1 2046472722026058361 2046472722026058361 1] 129775507
[1 8639103653568590745 8639103653568590745 2] 130154521
[1 2681509236213133930 2681509236213133930 2] 131529831
[1 2681509236213133930 2681509236213133930 1] 132902313
[1 4841662169877694660 4841662169877694660 1] 134526528
[1 1994482117221562610 1994482117221562610 2] 135831437
[1 6872419454369207885 6872419454369207885 1] 136872756
[1 2704694954785049502 2704694954785049502 1] 138209609
[1 8630513118107105493 8630513118107105493 1] 139267305
[1 8223556651405343222 8223556651405343222 1] 139085485
[1 497283696040899058 497283696040899058 1] 140260468
[1 1790591590042843761 1790591590042843761 1] 140579691
[1 4073211198583022180 4073211198583022180 1] 140106120
[1 8123840614758380338 8123840614758380338 1] 139705485
[1 7490339278880190554 7490339278880190554 2] 139443988
[1 2550598396595818528 2550598396595818528 1] 139485111
[1 5199371706524493251 5199371706524493251 1] 139278391
[1 5071069789944271384 5071069789944271384 1] 139254458
[1 131118527416406417 131118527416406417 1] 140264020
[1 3964450872751765311 3964450872751765311 5] 140279389
[1 2838580124468335443 2838580124468335443 1] 139722598
[1 7881522691004017370 7881522691004017370 1] 140986755
[1 7316668006565156651 7316668006565156651 3] 141261855
[1 3460887766722519736 3460887766722519736 1] 142700319
[1 8178167647254100655 8178167647254100655 1] 143305526
[1 4194064741151001970 4194064741151001970 1] 143399700
[1 5199371706524493251 5199371706524493251 2] 143193715
[1 2337016797151025370 2337016797151025370 1] 144646328
[1 9194213822884330834 9194213822884330834 1] 144193427
[1 960478310206579209 960478310206579209 1] 144008998
[1 7979646042163024205 7979646042163024205 1] 143683514
[1 1858959575435454377 1858959575435454377 2] 144895435
[1 1217566094413633721 1217566094413633721 1] 144400135
[1 5199641547698550621 5199641547698550621 1] 145542641
[1 6957926362045696369 6957926362045696369 1] 144978598
[1 2319188756839704936 2319188756839704936 1] 145536587
[1 1572355345597119708 1572355345597119708 1] 145351098
[1 8875211216651956425 8875211216651956425 2] 146001142
[1 4559156434454441098 4559156434454441098 1] 147273436
[1 8821009146333822433 8821009146333822433 1] 148693835
[1 1309962873612645872 1309962873612645872 3] 148958302
[1 4898117658189580031 4898117658189580031 1] 148726207
[1 4086763913301779518 4086763913301779518 2] 148685052
[1 130094826246450141 130094826246450141 1] 148791901
[1 8344753198079708132 8344753198079708132 1] 149939217
[1 6700757519863913125 6700757519863913125 2] 151428939
[1 7523316024404873548 7523316024404873548 1] 151707600
[1 8457181607094899287 8457181607094899287 1] 151731145
[1 2247469374958062075 2247469374958062075 1] 151225014
[1 3113311429710773546 3113311429710773546 1] 152008718
[1 4073211198583022180 4073211198583022180 3] 151534395
[1 2509139897261588936 2509139897261588936 1] 152799964
[1 2090043877226103601 2090043877226103601 1] 153482324
[1 5609386143928750169 5609386143928750169 1] 153288548
[1 3513591833870429566 3513591833870429566 1] 152787126
[1 794543592873094726 794543592873094726 1] 153035761
[1 579383808298780685 579383808298780685 2] 152597986
[1 8380641326145083184 8380641326145083184 1] 152238065
[1 3964450872751765311 3964450872751765311 1] 152257033
[1 6679105948721570805 6679105948721570805 1] 151915802
[1 789678821803831634 789678821803831634 1] 151794830
[1 3152667199902966591 3152667199902966591 1] 151195969
[1 5428676046622452730 5428676046622452730 1] 151930060
[1 4755877962832181671 4755877962832181671 2] 151828703
[1 1652415761709635407 1652415761709635407 1] 152622929
[1 3452460185093754177 3452460185093754177 1] 152586106
[1 3523119062920112816 3523119062920112816 3] 152760662
[1 8071399829518041455 8071399829518041455 1] 153342726
[1 6312818450892701566 6312818450892701566 2] 153072792
[1 5885251080520357233 5885251080520357233 1] 153233599
[1 2928647503566692007 2928647503566692007 1] 153651127
[1 4365291373867262605 4365291373867262605 2] 154680129
[1 6324117110787121994 6324117110787121994 1] 156031168
[1 555990338574654921 555990338574654921 1] 157006244
[1 4982225158532910574 4982225158532910574 1] 157331972
[1 8382273392383741760 8382273392383741760 2] 158109209
[1 3152846535939948506 3152846535939948506 2] 158137820
[1 6312818450892701566 6312818450892701566 2] 157867063
[1 9041943092826302859 9041943092826302859 1] 158170694
[1 2856539413314948307 2856539413314948307 1] 157935810
[1 5380935037227546951 5380935037227546951 1] 157649456
[1 7465279672643454733 7465279672643454733 1] 157607072
[1 6423217256339162762 6423217256339162762 1] 158514207
[1 6190378323326485826 6190378323326485826 3] 157998387
[1 4811212750625984352 4811212750625984352 1] 157812905
[1 4541849469276830559 4541849469276830559 1] 157494484
[1 230278193608570785 230278193608570785 1] 156981173
[1 8796452180611775208 8796452180611775208 1] 157000027
[1 7951556637785314359 7951556637785314359 2] 156690613
[1 1190941672751438369 1190941672751438369 1] 156696021
[1 2334543312721676862 2334543312721676862 1] 157969722
[1 4021089274693363635 4021089274693363635 1] 159267038
[1 5788881540600095843 5788881540600095843 1] 159847849
[1 2036909659925042171 2036909659925042171 2] 159883095
[1 7008706794286656759 7008706794286656759 1] 159697368
[1 8674095322927264939 8674095322927264939 1] 159887292
[1 8939596530689448133 8939596530689448133 1] 161041869
[1 6041612706119483417 6041612706119483417 1] 161582273
[1 5010598880146546224 5010598880146546224 1] 161535031
[1 3558554399823816184 3558554399823816184 1] 161973157
[1 3966236307845293463 3966236307845293463 1] 161934981
[1 5152867666612939994 5152867666612939994 1] 161459001
[1 3575030713274475525 3575030713274475525 1] 162857453
[1 769942351571177457 769942351571177457 1] 162756405
[1 3337160779789067394 3337160779789067394 2] 163981424
[1 4538011972252671285 4538011972252671285 2] 163576307
[1 7496270305388725263 7496270305388725263 2] 163766118
[1 7835094993739046534 7835094993739046534 1] 165057395
[1 7253081084140999038 7253081084140999038 1] 165633313
[1 2965510242296456540 2965510242296456540 1] 166469085
[1 4826508407678470599 4826508407678470599 1] 165932987
[1 4643234138915544813 4643234138915544813 1] 167270034
[1 3815681640050750010 3815681640050750010 1] 168098199
[1 5593717899833931073 5593717899833931073 1] 168294391
[1 1452942473505964474 1452942473505964474 1] 169161778
[1 1113918663186012118 1113918663186012118 1] 169084139
[1 4133824371882797777 4133824371882797777 1] 170166372
[1 6702312599032352784 6702312599032352784 1] 171447631
[1 1392740535184907307 1392740535184907307 1] 171438120
[1 8219298985896031870 8219298985896031870 1] 172004795
[1 407680228762628637 407680228762628637 1] 172471943
[1 3397674522525353132 3397674522525353132 3] 172552104
[1 3380263676397564338 3380263676397564338 1] 172151005
[1 8228581028098359699 8228581028098359699 1] 172665364
[1 3203016569110680163 3203016569110680163 1] 173898628
[1 5041716788574141913 5041716788574141913 3] 174571415
[1 5718108348191035616 5718108348191035616 1] 175601704
[1 5163588175456553285 5163588175456553285 1] 175102067
[1 2367632123291455431 2367632123291455431 1] 176014170
[1 2269341530959424643 2269341530959424643 1] 176275108
[1 5873317982803155464 5873317982803155464 1] 176901968
[1 8323616056709401117 8323616056709401117 1] 177463961
[1 4852342352453309314 4852342352453309314 1] 178240321
[1 3219269621666571012 3219269621666571012 1] 179022346
[1 8555612586013675980 8555612586013675980 1] 179419047
[1 4486208703608854876 4486208703608854876 1] 179627983
[1 1980691158095603428 1980691158095603428 2] 181200970
[1 6520185239836403810 6520185239836403810 1] 180883616
[1 2332873300355990351 2332873300355990351 3] 181427650
[1 5788881540600095843 5788881540600095843 1] 182008667
[1 9194213822884330834 9194213822884330834 1] 181554955
[1 8783398529814028400 8783398529814028400 1] 182424739
[1 5063561934843515109 5063561934843515109 1] 182757419
[1 3923278645798607949 3923278645798607949 1] 184115241
[1 1335048254029551544 1335048254029551544 1] 183958973
[1 8783398529814028400 8783398529814028400 2] 184829310
[1 6487420009656927523 6487420009656927523 2] 186050795
[1 2737049106520977071 2737049106520977071 1] 187387732
[1 2351868443412837382 2351868443412837382 2] 187604540
[1 4672142790945023815 4672142790945023815 1] 188825606
[1 550672249647483098 550672249647483098 2] 189131285
[1 8630513118107105493 8630513118107105493 1] 190191874
[1 7816894275143735653 7816894275143735653 1] 191285508
[1 3829641242182598913 3829641242182598913 2] 190998074
[1 7942517674964614188 7942517674964614188 1] 192623641
[1 2059014550261616441 2059014550261616441 1] 192744251
[1 4808101553268135358 4808101553268135358 1] 194027090
[1 6020890979708936693 6020890979708936693 1] 194367312
[1 5719856726457577661 5719856726457577661 4] 194403578
[1 5190854629269504638 5190854629269504638 1] 194002964
[1 5719717182571015391 5719717182571015391 1] 194066818
[1 3656344101082318758 3656344101082318758 1] 194755610
[1 3727930850643909137 3727930850643909137 1] 196155401
[1 8630513118107105493 8630513118107105493 1] 197223454
[1 230278193608570785 230278193608570785 1] 196711199
[1 8861487328274733667 8861487328274733667 1] 196564255
[1 282635039422144020 282635039422144020 1] 197322537
[1 6416684361604007311 6416684361604007311 1] 198422891
[1 6028182652995316019 6028182652995316019 1] 199618481
[1 14219070558469852 14219070558469852 1] 199780307
[1 5475979248680422918 5475979248680422918 1] 201150772
[1 414355819421748683 414355819421748683 2] 202261570
[1 6812130681507053423 6812130681507053423 1] 203684082
[1 7798246342830308968 7798246342830308968 1] 204514011
[1 5585786087383249728 5585786087383249728 1] 205341115
[1 3530022764642695888 3530022764642695888 1] 205715197
[1 2336099898871085227 2336099898871085227 1] 205318203
[1 7777977619431818208 7777977619431818208 1] 205211089
[1 7510830849849817936 7510830849849817936 1] 205454965
[1 8172922642733451540 8172922642733451540 1] 205357910
[1 8861487328274733667 8861487328274733667 1] 205208848
[1 8818877862451692445 8818877862451692445 1] 204981439
[1 8906311312446022368 8906311312446022368 2] 205164641
[1 4002125427601191018 4002125427601191018 1] 206031148
[1 185177807332437299 185177807332437299 1] 207408810
[1 6789022155914594207 6789022155914594207 1] 207308680
[1 3094667540105656806 3094667540105656806 1] 208527072
[1 9223218755183230107 9223218755183230107 1] 209109012
[1 1858959575435454377 1858959575435454377 1] 210315252
[1 25808810848855699 25808810848855699 1] 211338046
[1 777597955150123734 777597955150123734 1] 211781893
[1 6317955593750657091 6317955593750657091 1] 211391946
[1 8579167014664097186 8579167014664097186 1] 212914624
[1 3674465782270809850 3674465782270809850 1] 213249564
[1 5235884288566630025 5235884288566630025 1] 212783054
[1 1779151639916505574 1779151639916505574 1] 213930317
[1 4792288441176605021 4792288441176605021 2] 215335833
[1 7999706091662848021 7999706091662848021 1] 215018432
[1 4909640069524819720 4909640069524819720 1] 215180364
[1 3815681640050750010 3815681640050750010 1] 216009569
[1 2090043877226103601 2090043877226103601 1] 216692389
[1 8861487328274733667 8861487328274733667 1] 216542108
[1 7496270305388725263 7496270305388725263 2] 216733912
[1 522117222994015365 522117222994015365 1] 218295398
[1 965512617529384234 965512617529384234 1] 218738372
[1 4973759262420791533 4973759262420791533 1] 218248398
[1 855809072938529119 855809072938529119 1] 218882823
[1 3212214683265722945 3212214683265722945 2] 219694258
[1 9087915936908888447 9087915936908888447 2] 220822520
[1 6332845802162722465 6332845802162722465 1] 220662768
[1 4073211198583022180 4073211198583022180 1] 220187993
[1 8732085476929491618 8732085476929491618 1] 221197538
[1 5025943281449913462 5025943281449913462 1] 221791361
[1 8438789768457654395 8438789768457654395 1] 223246174
[1 241391968874552458 241391968874552458 1] 223374151
[1 345230284045436778 345230284045436778 2] 224808056
[1 3908090975176347760 3908090975176347760 2] 224805317
[1 2934363447031835758 2934363447031835758 1] 226378770
[1 894503179976803868 894503179976803868 1] 226829542
[1 6190378323326485826 6190378323326485826 1] 226314230
[1 2562215526203485763 2562215526203485763 1] 226523843
[1 2334543312721676862 2334543312721676862 1] 227825390
[1 6400049056656596056 6400049056656596056 1] 229181304
[1 3825613523896836328 3825613523896836328 1] 230784386
[1 3246353780858311150 3246353780858311150 1] 230494392
[1 472640305114548655 472640305114548655 1] 231691729
[1 3725094020181300213 3725094020181300213 1] 233144590
[1 2097449817658158751 2097449817658158751 1] 234465625
[1 6643227403971752890 6643227403971752890 1] 235122427
[1 5178122808022206607 5178122808022206607 1] 234999123
[1 5196006687241536103 5196006687241536103 3] 236093779
[1 3743210088908719144 3743210088908719144 1] 235567465
[1 7218017804265400567 7218017804265400567 1] 235027171

Prio stats: 394 85 17 3 1 0 0 0 0 0 0 0 0 0 0 0 
Results: 100.00 146011853
**********************************
DTU - OS Challenge - Client v0.20
**********************************
Total requests: 500
Start: Random
Difficulty: 30000000
Repetition probability (%): 20
Request delay (us): 600000
Priority enabled - lambda: 1.50

[1 5323113048839211569 5323113048839211569 1] 1189496
[1 6061301652778360708 6061301652778360708 1] 1933053
[1 6551056528233317404 6551056528233317404 1] 3018659
[1 5199371706524493251 5199371706524493251 1] 2811331
[1 3659813617944922327 3659813617944922327 1] 3145636
[1 5323113048839211569 5323113048839211569 1] 3757345
[1 6551056528233317404 6551056528233317404 1] 4847646
[1 4306388032135015083 4306388032135015083 1] 5327687
[1 3582342302972989278 3582342302972989278 2] 5644123
[1 5152867666612939994 5152867666612939994 1] 5168096
[1 8545497753826994372 8545497753826994372 1] 6731074
[1 14219070558469852 14219070558469852 1] 6888753
[1 5152867666612939994 5152867666612939994 2] 6412654
[1 8123840614758380338 8123840614758380338 1] 6012577
[1 6299299371226330111 6299299371226330111 1] 5808723
[1 5199371706524493251 5199371706524493251 2] 5600812
[1 4210581282492980127 4210581282492980127 2] 6675740
[1 2681509236213133930 2681509236213133930 1] 8038333
[1 2417774981122755451 2417774981122755451 1] 9091300
[1 5199371706524493251 5199371706524493251 1] 8884290
[1 2417774981122755451 2417774981122755451 1] 9936192
[1 3371221844736955655 3371221844736955655 1] 10415741
[1 14219070558469852 14219070558469852 1] 10572485
[1 5665786584277501498 5665786584277501498 1] 11546820
[1 4411586658559271441 4411586658559271441 2] 12983694
[1 7751036336550852449 7751036336550852449 2] 13419281
[1 5226070023190972674 5226070023190972674 1] 12824903
[1 443797163739200304 443797163739200304 1] 13689355
[1 2681509236213133930 2681509236213133930 1] 15054126
[1 4711316578468217750 4711316578468217750 1] 14858447
[1 3219269621666571012 3219269621666571012 1] 15656648
